product_id,ASIN,product_name,category,subcategory,brand,base_price,prime_price,rating,review_count,stock_level,prime_eligible,amazon_choice,best_seller,fulfilled_by_amazon,streaming_quality,included_with_prime,warranty_months,alexa_compatible,perishable,whole_foods_product
B27313913,A11131461,Amazon Essentials Fire O305,Amazon Basics,Home Essentials,Amazon Essentials,94.71,94.71,4.4,8047,419,True,False,False,True,,,,,,
B56564719,A17381017,Stephens-Brooks Magazine K638,Amazon Basics,Fitness,Stephens-Brooks,36.49,36.49,4.5,1120,442,True,False,False,True,,,,,,
B25856151,A87693524,Amazon Essentials Paper T897,Fashion,Shoes,Amazon Essentials,18.97,18.97,4.7,8236,104,True,False,False,False,,,,,,
B47114473,A34831452,Amazon Basics Accept Z722,Amazon Basics,Office Products,Amazon Basics,38.44,34.6,4.2,6378,62,True,False,False,False,,,,,,
B91359700,A47081965,Amazon Basics Ability G209,Prime Video,Kids,Amazon Basics,29.82,29.82,4.7,3188,8,True,False,False,True,HD,False,,,,
B95628808,A40933978,Amazon Basics Which I147,Fashion,Jewelry,Amazon Basics,92.48,83.23,4.0,9776,337,True,False,False,True,,,,,,
B27176853,A30419555,Amazon Essentials Season Q401,Electronics,Computers,Amazon Essentials,750.75,750.75,4.3,8338,137,True,False,False,False,,,36.0,True,,
B14275989,A88961196,Williams Practice H512,Amazon Basics,Fitness,Williams,12.79,12.79,4.0,637,25,True,False,False,False,,,,,,
B28912990,A80309640,Conway-Hayden Other P997,Fashion,Amazon Fashion,Conway-Hayden,476.74,476.74,3.6,6473,281,True,False,False,True,,,,,,
B52519111,A83639957,Amazon Essentials For D209,Prime Video,Documentary,Amazon Essentials,11.82,10.64,4.9,2953,338,True,False,False,True,HD,False,,,,
B21784157,A56554775,Amazon Essentials Fire O374,Books & Kindle,Paperbacks,Amazon Essentials,8.15,7.34,4.6,8992,273,True,False,False,True,,,,,,
B49156118,A85493024,Amazon Essentials Surface B288,Electronics,Smart Home,Amazon Essentials,1341.31,1341.31,3.7,9505,409,True,False,False,True,,,36.0,True,,
B71084633,A36049910,Amazon Essentials Audience D564,Amazon Fresh,Snacks,Amazon Essentials,32.85,32.85,4.7,2475,522,True,False,False,True,,,,,True,True
B32229265,A26630368,Amazon Essentials Admit Z868,Amazon Basics,Electronics,Amazon Essentials,67.07,60.36,4.4,4204,772,True,False,False,True,,,,,,
B11636802,A85526779,Amazon Basics Painting V112,Home & Kitchen,Bedding,Amazon Basics,430.33,430.33,4.5,3435,846,False,False,False,True,,,,,,
B33768340,A55656826,Amazon Essentials Control L205,Home & Kitchen,Kitchen & Dining,Amazon Essentials,121.8,121.8,3.9,9739,601,True,False,False,True,,,,,,
B95853621,A95953236,Amazon Basics Challenge F582,Electronics,Computers,Amazon Basics,1192.82,1073.54,4.5,7101,534,True,False,False,True,,,12.0,True,,
B19664178,A27593017,Amazon Basics Work Y122,Amazon Fresh,Snacks,Amazon Basics,103.8,103.8,5.0,396,872,True,False,False,False,,,,,True,False
B17322626,A27388005,Flores Organization D178,Books & Kindle,Prime Reading,Flores,10.05,10.05,3.6,99,752,True,False,False,True,,,,,,
B93312414,A84418268,Amazon Essentials Language V628,Amazon Fresh,Pantry,Amazon Essentials,116.18,116.18,4.1,6481,8,True,False,False,False,,,,,False,True
B37454278,A49137234,Amazon Basics Third L912,Prime Video,Prime Originals,Amazon Basics,6.42,5.78,3.6,3812,888,True,False,False,False,HD,True,,,,
B27862052,A25598201,"Hughes, Though O882",Books & Kindle,Paperbacks,"Hughes,",22.76,20.48,3.5,6305,283,True,False,False,True,,,,,,
B68723266,A75516589,Amazon Essentials Chair P748,Fashion,Shoes,Amazon Essentials,397.79,397.79,4.8,9887,135,True,False,False,True,,,,,,
B11932400,A12603307,Amazon Basics Human L831,Fashion,Shoes,Amazon Basics,138.63,138.63,4.6,8363,574,True,False,False,False,,,,,,
B64835732,A37351749,Amazon Basics Hour S976,Prime Video,TV Shows,Amazon Basics,2.88,2.88,3.5,3661,558,True,False,False,True,4K,True,,,,
B15387900,A65964301,Amazon Essentials Heart F596,Fashion,Luxury Stores,Amazon Essentials,328.6,328.6,3.7,7361,602,True,False,False,True,,,,,,
B80204285,A38881005,Amazon Essentials Certainly J746,Home & Kitchen,Furniture,Amazon Essentials,345.1,345.1,4.0,7544,41,False,False,False,True,,,,,,
B84047546,A22270165,Amazon Basics Ahead W316,Amazon Fresh,Pantry,Amazon Basics,95.33,85.8,4.5,1386,541,True,False,False,True,,,,,True,True
B82994963,A41661495,Amazon Basics Wrong Y996,Amazon Fresh,Pantry,Amazon Basics,47.1,47.1,4.4,7927,468,True,False,False,True,,,,,True,True
B66743903,A11195467,Amazon Essentials Job V127,Amazon Fresh,Pantry,Amazon Essentials,136.0,136.0,4.7,1364,892,True,False,False,True,,,,,True,True
B59381589,A73376592,Amazon Essentials Bit V318,Books & Kindle,Audiobooks,Amazon Essentials,1.69,1.52,4.4,4458,128,True,False,False,False,,,,,,
B83736357,A91673648,Amazon Essentials Production N756,Fashion,Amazon Fashion,Amazon Essentials,434.51,391.06,5.0,2459,103,True,False,False,True,,,,,,
B68282541,A60532880,Amazon Essentials Involve Z432,Home & Kitchen,Smart Home,Amazon Essentials,657.74,657.74,5.0,8889,889,True,False,False,False,,,,,,
B18064088,A96400461,Galloway-Garcia Strong F683,Electronics,Phones & Accessories,Galloway-Garcia,542.32,542.32,4.2,452,22,True,False,False,False,,,36.0,False,,
B96104407,A68226451,Reed Game V196,Home & Kitchen,Smart Home,Reed,243.08,218.77,4.8,4863,111,True,False,False,False,,,,,,
B59099720,A77810389,Amazon Basics Still I300,Prime Video,Documentary,Amazon Basics,10.04,9.04,4.0,6130,554,True,False,False,True,HD,True,,,,
B46189339,A13249662,Amazon Essentials Physical P718,Amazon Fresh,Whole Foods,Amazon Essentials,49.88,44.89,4.3,1734,631,True,False,True,True,,,,,True,True
B29680780,A30587922,Amazon Basics Hold E577,Prime Video,TV Shows,Amazon Basics,1.51,1.51,4.1,7646,436,True,False,False,True,4K,True,,,,
B69365347,A48348198,Adams-Martin Full V387,Amazon Fresh,Fresh Produce,Adams-Martin,156.1,140.49,4.0,3936,742,False,False,False,False,,,,,False,False
B63569237,A95372310,Amazon Basics Traditional C924,Prime Video,TV Shows,Amazon Basics,5.31,4.78,4.3,778,45,True,False,False,True,HD,False,,,,
B23336659,A53607824,Amazon Essentials See J342,Books & Kindle,Audiobooks,Amazon Essentials,58.04,58.04,3.9,4809,249,True,False,False,False,,,,,,
B58370673,A91022148,Mullins Home K187,Amazon Basics,Fitness,Mullins,98.77,88.89,4.9,4478,345,True,False,False,False,,,,,,
B56091883,A36570561,Amazon Basics Try T710,Home & Kitchen,Furniture,Amazon Basics,319.3,287.37,4.5,8817,42,True,False,False,True,,,,,,
B58450423,A63629306,Amazon Basics Watch J138,Amazon Fresh,Whole Foods,Amazon Basics,42.17,37.95,4.5,8543,749,True,False,False,True,,,,,False,False
B59921544,A21155288,Hayes Company D433,Electronics,Amazon Devices,Hayes,1223.75,1223.75,3.7,6815,349,True,False,False,False,,,36.0,False,,
B88525849,A85102546,Amazon Essentials Avoid I480,Amazon Fresh,Whole Foods,Amazon Essentials,147.87,147.87,4.3,1877,220,True,False,False,True,,,,,True,True
B93465335,A18668502,Amazon Essentials Individual Z344,Fashion,Luxury Stores,Amazon Essentials,267.94,241.15,4.0,7603,108,True,False,False,True,,,,,,
B39277657,A10875857,Amazon Basics Move U737,Home & Kitchen,Bedding,Amazon Basics,465.7,419.13,5.0,4642,693,True,False,False,True,,,,,,
B28144306,A99574076,Peterson On Z189,Amazon Basics,Home Essentials,Peterson,84.99,84.99,3.7,9126,976,False,False,False,True,,,,,,
B85856602,A18195291,Amazon Essentials Former B318,Electronics,Gaming,Amazon Essentials,1230.84,1230.84,4.4,6682,502,True,False,False,False,,,12.0,True,,
B40377239,A79714096,Morgan Lot Q929,Books & Kindle,Textbooks,Morgan,45.24,45.24,4.1,5092,310,False,False,False,True,,,,,,
B65938702,A64225522,Amazon Essentials Fly X951,Home & Kitchen,Storage,Amazon Essentials,161.61,161.61,4.2,2901,202,True,False,False,True,,,,,,
B36661526,A49481487,Parker-Guzman Style L302,Fashion,Shoes,Parker-Guzman,237.05,237.05,4.9,2932,75,True,False,False,False,,,,,,
B76411548,A18423906,"Bradley, Leader P694",Amazon Fresh,Whole Foods,"Bradley,",25.88,23.29,4.1,9311,719,True,False,False,True,,,,,False,True
B19337869,A70754691,Amazon Basics If U445,Amazon Basics,Electronics,Amazon Basics,80.31,80.31,4.9,2631,633,True,False,False,True,,,,,,
B71294393,A81042846,Amazon Basics As M662,Electronics,Gaming,Amazon Basics,1718.85,1718.85,4.9,671,603,False,False,False,True,,,12.0,False,,
B24543638,A15934484,Amazon Essentials Able G200,Amazon Fresh,Fresh Produce,Amazon Essentials,102.99,92.69,3.8,4954,437,True,False,False,True,,,,,False,False
B61580157,A36878326,Amazon Basics Local T486,Amazon Basics,Pet Supplies,Amazon Basics,43.29,43.29,4.9,1450,101,False,False,False,True,,,,,,
B64449341,A56693597,Amazon Essentials Threat X660,Electronics,Smart Home,Amazon Essentials,990.91,990.91,4.6,2606,714,True,False,False,True,,,36.0,True,,
B66507077,A51440147,Hawkins World Y692,Amazon Fresh,Whole Foods,Hawkins,141.55,127.4,4.4,5046,199,True,False,False,True,,,,,True,True
B70006518,A48298448,Amazon Basics Camera R854,Electronics,Gaming,Amazon Basics,1758.67,1758.67,4.0,6502,319,False,False,False,True,,,36.0,False,,
B17454211,A70647620,Amazon Basics Clear A497,Amazon Basics,Office Products,Amazon Basics,141.77,141.77,3.6,35,80,True,False,False,False,,,,,,
B25777760,A86532754,Amazon Essentials No Q278,Amazon Fresh,Fresh Produce,Amazon Essentials,31.51,28.36,3.9,7559,273,True,False,False,True,,,,,False,False
B32712510,A15972580,Amazon Essentials Pull T291,Amazon Fresh,Fresh Produce,Amazon Essentials,144.81,130.33,5.0,6562,898,True,False,False,False,,,,,True,False
B72859943,A65529231,Brown-Saunders Perform P789,Amazon Basics,Fitness,Brown-Saunders,20.61,20.61,4.9,2483,953,True,False,True,True,,,,,,
B61239524,A19785339,Amazon Basics Want Y265,Amazon Basics,Electronics,Amazon Basics,25.47,25.47,4.1,1226,368,True,False,False,True,,,,,,
B89570656,A23467987,Amazon Essentials Nothing Y995,Amazon Basics,Electronics,Amazon Essentials,42.03,42.03,4.1,2790,593,False,False,False,False,,,,,,
B32151063,A30500481,"Payne, Show L944",Electronics,Amazon Devices,"Payne,",1239.57,1239.57,4.6,5511,772,True,False,False,True,,,24.0,False,,
B31832967,A39156924,Amazon Essentials Goal K679,Amazon Fresh,Meat & Seafood,Amazon Essentials,112.71,112.71,4.8,7445,222,True,False,False,True,,,,,True,False
B70757738,A12279500,Amazon Basics Understand G315,Electronics,Phones & Accessories,Amazon Basics,1737.1,1563.39,4.7,2464,203,True,False,False,False,,,12.0,True,,
B52467104,A37975473,Amazon Basics Government P364,Books & Kindle,Kindle eBooks,Amazon Basics,72.02,72.02,4.5,6594,123,True,False,False,False,,,,,,
B25937383,A33758787,"Pennington, Establish K309",Prime Video,Kids,"Pennington,",9.33,9.33,4.4,7720,380,False,False,False,True,HD,False,,,,
B56315399,A88216299,Amazon Basics Mrs W216,Fashion,Amazon Fashion,Amazon Basics,460.48,460.48,4.0,3768,478,True,False,False,True,,,,,,
B77818049,A82233589,Amazon Essentials Somebody E795,Electronics,Amazon Devices,Amazon Essentials,1299.26,1299.26,4.4,9725,643,True,False,False,True,,,24.0,False,,
B58453564,A35671193,Amazon Basics Nature M601,Prime Video,Movies,Amazon Basics,23.62,21.26,3.7,6762,758,True,False,False,True,4K,True,,,,
B77973652,A30188915,Amazon Essentials Serious M948,Amazon Basics,Home Essentials,Amazon Essentials,145.21,145.21,4.1,450,926,True,False,False,True,,,,,,
B61522665,A53623382,Amazon Basics Authority B567,Amazon Fresh,Meat & Seafood,Amazon Basics,141.9,141.9,4.5,7910,465,True,False,False,True,,,,,False,True
B70947154,A82064423,"Rodgers, Identify W785",Fashion,Athletic Wear,"Rodgers,",44.75,44.75,4.0,2833,144,True,False,False,False,,,,,,
B61633949,A90330214,"Perez, Treat Q175",Books & Kindle,Paperbacks,"Perez,",60.13,60.13,3.7,7831,626,True,False,False,True,,,,,,
B61722636,A87667053,"Goodman, Threat B666",Home & Kitchen,Storage,"Goodman,",256.41,230.77,4.3,4409,75,True,False,False,False,,,,,,
B27385690,A20457174,Amazon Essentials Appear U627,Electronics,Phones & Accessories,Amazon Essentials,1102.26,1102.26,4.9,8049,293,False,True,False,False,,,24.0,False,,
B44830701,A84452139,Amazon Essentials Fund R663,Amazon Basics,Fitness,Amazon Essentials,82.9,82.9,5.0,8857,775,True,False,False,True,,,,,,
B84944363,A12919009,Amazon Basics Fine V518,Prime Video,TV Shows,Amazon Basics,8.09,8.09,4.9,7591,379,True,False,False,True,HD,False,,,,
B68400758,A41081482,Amazon Basics Wall Q804,Books & Kindle,Paperbacks,Amazon Basics,95.49,95.49,4.2,5114,530,True,False,False,True,,,,,,
B23184691,A51381980,Amazon Essentials Experience B204,Prime Video,Documentary,Amazon Essentials,13.27,11.94,4.3,1681,867,False,False,False,True,4K,False,,,,
B98674401,A10651883,Sanchez-Martinez Strong U605,Home & Kitchen,Furniture,Sanchez-Martinez,817.62,817.62,3.7,286,28,True,False,False,True,,,,,,
B37987662,A76996288,Amazon Basics Poor N280,Home & Kitchen,Smart Home,Amazon Basics,145.72,145.72,4.3,3842,802,True,False,False,True,,,,,,
B83179215,A92488384,Amazon Essentials Fact Y313,Books & Kindle,Textbooks,Amazon Essentials,29.99,29.99,4.6,1527,672,True,False,False,True,,,,,,
B18830424,A60888683,Amazon Essentials Including Y459,Books & Kindle,Audiobooks,Amazon Essentials,91.1,81.99,3.6,1478,872,True,False,False,False,,,,,,
B83202340,A89875606,Friedman-Zimmerman Night K950,Home & Kitchen,Storage,Friedman-Zimmerman,641.67,641.67,4.6,7623,845,True,False,False,False,,,,,,
B66793940,A76094128,"Woods, Start Y744",Prime Video,Prime Originals,"Woods,",29.86,29.86,4.6,9374,567,False,False,False,True,SD,True,,,,
B47463528,A12334370,Amazon Basics Nor A966,Home & Kitchen,Smart Home,Amazon Basics,243.77,243.77,4.8,8308,449,True,False,False,False,,,,,,
B37788880,A55015503,Amazon Essentials Must E726,Prime Video,Documentary,Amazon Essentials,4.67,4.67,4.5,855,473,False,False,False,True,4K,False,,,,
B47979433,A41127098,Amazon Essentials Carry X898,Prime Video,Movies,Amazon Essentials,17.89,17.89,4.8,7671,394,True,True,False,True,HD,False,,,,
B13762442,A61166391,Amazon Essentials Area X733,Electronics,Gaming,Amazon Essentials,1145.74,1145.74,4.9,7613,398,False,False,False,True,,,24.0,False,,
B88857715,A63185784,Amazon Essentials Such M884,Home & Kitchen,Bedding,Amazon Essentials,778.67,700.8,4.7,5205,307,False,False,False,False,,,,,,
B42342080,A51536170,Amazon Essentials Might Z251,Prime Video,Kids,Amazon Essentials,11.11,11.11,3.6,7239,111,True,False,False,True,4K,True,,,,
B20707133,A22103986,Amazon Basics Wrong D363,Fashion,Shoes,Amazon Basics,112.97,112.97,3.8,1292,177,True,False,False,True,,,,,,
B82203921,A89358668,Hernandez-Hernandez Measure O511,Books & Kindle,Paperbacks,Hernandez-Hernandez,43.02,43.02,3.8,7233,406,True,False,False,True,,,,,,
B84764260,A19530860,Amazon Essentials Out V158,Electronics,Gaming,Amazon Essentials,98.17,98.17,3.6,1889,354,False,False,False,True,,,24.0,True,,
B27392244,A40595951,Amazon Essentials Account J929,Electronics,Computers,Amazon Essentials,997.96,997.96,4.5,9468,810,True,False,False,True,,,24.0,True,,
B87343071,A95136592,Amazon Basics Stop W701,Amazon Basics,Office Products,Amazon Basics,135.04,121.54,4.2,8716,332,True,False,False,True,,,,,,
B12807143,A57577714,Amazon Basics Forget V563,Prime Video,Documentary,Amazon Basics,15.54,13.99,4.4,130,31,False,False,False,True,SD,True,,,,
B34727606,A70501593,Amazon Essentials Tax B426,Electronics,Phones & Accessories,Amazon Essentials,1313.05,1313.05,4.1,1308,807,True,True,False,False,,,24.0,False,,
B72711643,A54427196,Amazon Essentials Certain D485,Prime Video,Kids,Amazon Essentials,16.97,16.97,3.6,7037,641,False,False,False,True,SD,True,,,,
B47180672,A24932594,Amazon Basics Single S847,Prime Video,Kids,Amazon Basics,13.32,13.32,4.9,6193,734,True,False,False,True,SD,True,,,,
B51107260,A23384054,Amazon Essentials Bring L430,Fashion,Luxury Stores,Amazon Essentials,47.9,47.9,3.7,8764,434,True,False,False,False,,,,,,
B97948507,A20526241,Amazon Basics Tv P362,Prime Video,Prime Originals,Amazon Basics,6.58,5.92,4.2,9670,961,True,False,False,True,4K,False,,,,
B71091937,A88087268,Amazon Basics How Z296,Prime Video,Movies,Amazon Basics,22.81,22.81,4.9,9158,485,True,False,False,True,4K,False,,,,
B21422959,A19619237,Amazon Basics Bar W240,Home & Kitchen,Furniture,Amazon Basics,356.52,320.87,4.6,864,496,True,False,False,False,,,,,,
B81481917,A53579634,Amazon Basics Tv B381,Books & Kindle,Audiobooks,Amazon Basics,26.88,26.88,3.6,1012,589,True,False,False,True,,,,,,
B10222620,A29063578,Richards Account W673,Amazon Basics,Pet Supplies,Richards,41.41,41.41,4.9,705,447,False,False,False,True,,,,,,
B76600903,A38624154,Amazon Essentials Morning Z781,Fashion,Amazon Fashion,Amazon Essentials,463.97,463.97,4.3,881,0,True,False,False,False,,,,,,
B59793826,A56795267,Fuentes Debate Q471,Amazon Fresh,Fresh Produce,Fuentes,162.28,162.28,4.8,890,490,True,False,False,True,,,,,True,True
B69665409,A98886265,Amazon Basics About M365,Electronics,Smart Home,Amazon Basics,1666.25,1499.62,4.6,1323,664,True,False,False,True,,,24.0,False,,
B42493109,A53493945,Amazon Basics Rich C698,Books & Kindle,Textbooks,Amazon Basics,62.43,56.19,4.4,7499,422,True,False,True,False,,,,,,
B51815902,A35008307,"Clark, Draw K122",Amazon Basics,Home Essentials,"Clark,",149.21,149.21,4.9,5759,315,True,False,False,False,,,,,,
B99336593,A75356770,Rodriguez-Guzman Score H772,Fashion,Luxury Stores,Rodriguez-Guzman,417.96,417.96,4.2,5235,330,True,False,False,True,,,,,,
B69229661,A65552857,Amazon Basics Thing L510,Prime Video,Kids,Amazon Basics,25.04,22.54,4.2,9517,312,True,False,False,False,4K,True,,,,
B55684663,A14836715,Amazon Basics Road O647,Home & Kitchen,Furniture,Amazon Basics,135.21,135.21,4.1,5794,108,True,False,False,True,,,,,,
B86683773,A65834354,Oconnell Page B472,Books & Kindle,Textbooks,Oconnell,38.38,34.54,4.7,4613,773,True,False,False,True,,,,,,
B71279266,A32802764,Amazon Essentials Role U628,Amazon Basics,Pet Supplies,Amazon Essentials,51.81,51.81,3.6,5271,435,True,False,False,True,,,,,,
B70588180,A47803021,Nelson Son X772,Fashion,Luxury Stores,Nelson,200.08,200.08,4.9,3368,608,True,False,False,False,,,,,,
B21318070,A78762409,Bryan-Garner Behavior L515,Amazon Fresh,Whole Foods,Bryan-Garner,117.97,117.97,3.6,4520,933,True,False,False,True,,,,,False,False
B20700965,A84604110,Amazon Essentials Environment W776,Fashion,Luxury Stores,Amazon Essentials,277.11,277.11,4.7,2043,44,False,False,False,False,,,,,,
B75796050,A13870549,Amazon Basics Rule D294,Fashion,Luxury Stores,Amazon Basics,389.09,389.09,4.5,5724,43,False,False,False,True,,,,,,
B15113938,A60775032,Amazon Essentials Save Z179,Electronics,Gaming,Amazon Essentials,1733.54,1560.19,3.6,4114,585,True,False,False,True,,,36.0,True,,
B10265026,A53904755,Daniel Realize U107,Fashion,Amazon Fashion,Daniel,19.72,17.75,3.5,9426,276,True,False,False,True,,,,,,
B39434938,A76293934,Smith Magazine J428,Prime Video,Prime Originals,Smith,28.77,25.89,4.3,782,299,True,False,False,True,SD,False,,,,
B45650782,A54398432,Amazon Basics Sister Z316,Electronics,Computers,Amazon Basics,997.72,997.72,4.9,1802,525,False,False,True,True,,,12.0,True,,
B62857899,A48257911,Amazon Basics Itself M437,Prime Video,TV Shows,Amazon Basics,6.2,6.2,3.6,5294,573,True,False,False,True,SD,False,,,,
B42359969,A55306662,Amazon Essentials Law B329,Books & Kindle,Prime Reading,Amazon Essentials,39.35,35.41,4.5,8571,854,True,False,False,True,,,,,,
B46397772,A12648231,Brown-Nelson Instead S787,Fashion,Amazon Fashion,Brown-Nelson,354.19,354.19,4.3,7326,890,True,False,False,True,,,,,,
B14012767,A76927232,Amazon Essentials Center A312,Amazon Fresh,Whole Foods,Amazon Essentials,197.09,177.38,4.7,9021,95,True,False,False,True,,,,,True,False
B33761231,A72870196,"Gibson, Never T841",Amazon Fresh,Fresh Produce,"Gibson,",72.63,72.63,4.3,2654,940,True,False,False,True,,,,,True,False
B79003843,A16828210,Bartlett-Mathews Old D158,Amazon Basics,Pet Supplies,Bartlett-Mathews,35.92,35.92,4.4,3442,80,True,False,False,True,,,,,,
B65624670,A72000567,Amazon Essentials Individual E365,Amazon Fresh,Snacks,Amazon Essentials,27.61,27.61,4.5,5326,116,True,False,False,True,,,,,True,False
B82229650,A69141015,Amazon Basics Something T826,Prime Video,Documentary,Amazon Basics,8.72,8.72,3.9,1775,686,True,False,False,False,HD,True,,,,
B55636454,A86298495,Amazon Essentials How P853,Books & Kindle,Textbooks,Amazon Essentials,58.11,58.11,4.0,892,689,True,False,False,True,,,,,,
B60374284,A52141865,Amazon Essentials Decide Q453,Fashion,Shoes,Amazon Essentials,13.26,13.26,4.2,287,237,True,False,False,True,,,,,,
B47438992,A56258775,Amazon Essentials Every I236,Home & Kitchen,Furniture,Amazon Essentials,103.16,103.16,4.7,1825,825,True,False,False,True,,,,,,
B73471192,A45476865,Amazon Basics Able G952,Amazon Fresh,Pantry,Amazon Basics,2.35,2.35,4.3,8147,743,True,False,True,True,,,,,True,False
B50288546,A17839593,Amazon Essentials Voice W747,Amazon Basics,Home Essentials,Amazon Essentials,142.82,128.54,3.9,9743,383,True,False,False,False,,,,,,
B20490947,A33150597,Amazon Essentials Market M528,Electronics,Phones & Accessories,Amazon Essentials,1914.07,1914.07,3.6,4448,479,True,False,False,False,,,24.0,True,,
B27997073,A99899483,Amazon Essentials Consumer L558,Amazon Fresh,Pantry,Amazon Essentials,120.08,120.08,4.2,5790,771,True,False,False,False,,,,,False,True
B83694776,A83717156,Amazon Basics Know H113,Amazon Basics,Office Products,Amazon Basics,141.11,141.11,4.8,1420,244,True,False,False,False,,,,,,
B69903600,A60331021,Amazon Essentials That Q402,Fashion,Shoes,Amazon Essentials,242.44,242.44,3.6,4622,116,True,False,False,True,,,,,,
B61142023,A53391179,Amazon Basics During R146,Electronics,Gaming,Amazon Basics,961.68,961.68,4.3,3981,100,True,False,False,False,,,12.0,False,,
B54306837,A36319332,Amazon Essentials Lead Q803,Electronics,Smart Home,Amazon Essentials,261.98,261.98,4.2,5648,684,True,False,False,False,,,12.0,False,,
B89077562,A88171727,Hall-Osborn Quite I696,Electronics,Gaming,Hall-Osborn,1564.43,1407.99,4.9,6634,882,True,False,False,False,,,12.0,True,,
B63754415,A86074657,Thomas Rich R636,Books & Kindle,Kindle eBooks,Thomas,19.86,19.86,4.2,5922,299,True,False,False,True,,,,,,
B69063670,A31728506,Amazon Essentials Adult M611,Home & Kitchen,Smart Home,Amazon Essentials,722.9,722.9,4.8,8374,145,True,True,False,False,,,,,,
B96993653,A46372296,Miller Morning V255,Amazon Fresh,Whole Foods,Miller,17.86,16.07,3.6,2570,529,True,True,False,True,,,,,True,True
B58535789,A58232229,Amazon Basics Itself M171,Electronics,Computers,Amazon Basics,1603.43,1443.09,5.0,4740,703,True,False,False,True,,,24.0,False,,
B67010966,A75094318,Amazon Essentials Race I594,Amazon Basics,Pet Supplies,Amazon Essentials,122.45,110.2,4.5,200,115,False,False,False,False,,,,,,
B72020829,A37460319,Amazon Basics Them Q605,Fashion,Amazon Fashion,Amazon Basics,370.11,370.11,4.3,5752,482,True,False,False,True,,,,,,
B69828359,A90393185,Andrews Seek R859,Home & Kitchen,Smart Home,Andrews,750.44,675.4,3.6,9427,906,True,False,False,True,,,,,,
B24940656,A25858442,Amazon Basics Chair B531,Electronics,Phones & Accessories,Amazon Basics,151.23,151.23,4.3,6728,195,True,False,True,True,,,12.0,False,,
B46449963,A12654874,Harris Discuss S941,Amazon Fresh,Snacks,Harris,28.37,28.37,3.7,3688,21,True,False,False,False,,,,,True,True
B36681236,A34858586,"Lloyd, While G625",Amazon Basics,Office Products,"Lloyd,",82.58,82.58,5.0,9133,473,False,False,False,True,,,,,,
B57827455,A99260246,"Chang, Back R695",Fashion,Jewelry,"Chang,",423.31,423.31,3.6,1613,409,False,False,False,False,,,,,,
B76337037,A85990050,Amazon Essentials Democrat R166,Amazon Basics,Fitness,Amazon Essentials,105.89,95.3,4.8,1288,871,True,True,False,True,,,,,,
B10332721,A18569873,Amazon Basics Because Y550,Amazon Basics,Home Essentials,Amazon Basics,32.17,32.17,3.7,9757,253,True,False,False,False,,,,,,
B43173524,A74123453,Amazon Basics Special N605,Fashion,Jewelry,Amazon Basics,461.38,415.24,4.7,1186,791,True,False,False,False,,,,,,
B64266838,A77220752,Vargas-Bond Open R906,Electronics,Phones & Accessories,Vargas-Bond,1581.71,1581.71,4.8,3704,887,False,False,False,False,,,24.0,True,,
B93658402,A81547225,Amazon Basics Television M544,Prime Video,TV Shows,Amazon Basics,8.4,8.4,4.4,5123,834,False,False,False,True,SD,False,,,,
B38320268,A51951870,Charles Suggest J114,Amazon Basics,Office Products,Charles,27.22,24.5,4.6,266,665,True,False,False,True,,,,,,
B99067658,A69631665,Gordon-Lee Film Z369,Fashion,Luxury Stores,Gordon-Lee,259.37,259.37,3.9,7614,723,True,False,False,False,,,,,,
B35968357,A47984078,Amazon Basics Keep S862,Amazon Fresh,Meat & Seafood,Amazon Basics,41.57,41.57,4.7,4291,30,False,True,False,True,,,,,False,True
B50254858,A42290161,Amazon Basics Choose D945,Prime Video,Prime Originals,Amazon Basics,9.66,9.66,3.6,321,634,True,False,False,True,SD,True,,,,
B58131603,A30961098,Amazon Essentials Manage K882,Home & Kitchen,Smart Home,Amazon Essentials,207.89,187.1,4.1,794,446,True,False,False,True,,,,,,
B88789026,A15828798,Amazon Essentials Leave F918,Books & Kindle,Prime Reading,Amazon Essentials,28.47,28.47,3.7,9713,804,True,False,False,True,,,,,,
B18044647,A95240815,Amazon Essentials Blood K179,Home & Kitchen,Storage,Amazon Essentials,577.2,577.2,4.6,7934,806,False,False,False,True,,,,,,
B69455001,A69588413,French Effort Q155,Fashion,Jewelry,French,356.19,356.19,4.4,7331,206,True,False,False,False,,,,,,
B67812983,A47658412,Amazon Essentials Politics I685,Home & Kitchen,Kitchen & Dining,Amazon Essentials,96.44,96.44,4.0,7905,263,True,False,False,False,,,,,,
B21387758,A80283614,Amazon Essentials List C892,Fashion,Amazon Fashion,Amazon Essentials,199.31,199.31,4.0,2065,489,True,False,False,True,,,,,,
B46064278,A10976929,Amazon Basics Pretty C732,Prime Video,TV Shows,Amazon Basics,18.29,18.29,3.5,4258,681,True,False,False,True,4K,False,,,,
B28265317,A51849016,Amazon Essentials Herself X645,Books & Kindle,Textbooks,Amazon Essentials,26.83,24.15,3.8,3100,29,False,False,False,True,,,,,,
B43347650,A81177783,Amazon Essentials Play S172,Amazon Basics,Electronics,Amazon Essentials,100.87,100.87,4.5,4939,686,False,False,False,True,,,,,,
B36914981,A10790422,Moran Very Y105,Amazon Basics,Fitness,Moran,17.13,17.13,4.0,6456,108,True,False,False,True,,,,,,
B43293337,A13456247,Amazon Essentials Sing Z952,Fashion,Athletic Wear,Amazon Essentials,386.03,386.03,4.3,3541,616,True,False,False,True,,,,,,
